1.79997e-05	0.000545001	0.001235	0.131521	19	19
6.99982e-06	7.19996e-05	0.000603001	0.141852	9	9
6.99982e-06	2.50004e-05	0.000193	0.202419	6	6
5.00027e-06	2.39993e-05	0.000582	0.246168	20	20
6.99982e-06	2.90005e-05	0.000325	0.122408	9	9
5.99958e-06	3.39998e-05	0.027466	0.613428	1706	1706
1.20001e-05	2.7e-05	0.000274	0.239571	8	8
6.99982e-06	2.99998e-05	0.000580001	0.214902	20	20
6.99982e-06	4.19999e-05	0.037584	0.473082	2311	2311
6.99982e-06	4.49996e-05	0.037371	0.596745	2525	2525
5.99958e-06	3.20002e-05	0.000378001	0.080635	13	13
6.99982e-06	3.1e-05	0.001064	0.24958	44	44
8.00006e-06	5.69997e-05	0.604272	0.558952	50389	50388
6.00051e-06	4.30001e-05	0.082899	0.579314	6795	6779
6.00051e-06	3.1e-05	0.000711	0.129692	14	14
6.99982e-06	2.7e-05	0.000219001	0.030646	8	8
6.99982e-06	3.60003e-05	0.011729	0.530423	738	738
8.99937e-06	4.70001e-05	0.007559	0.38672	251	251
9.0003e-06	5.39999e-05	0.07864	0.313654	5816	5816
8.00006e-06	5.19995e-05	0.01055	0.536216	628	628
7.00075e-06	3.19993e-05	0.000427	0.121997	14	14
8.00006e-06	4.40003e-05	0.015789	0.541425	913	912
8.00006e-06	2.50004e-05	0.000248	0.399288	8	8
5.00027e-06	2.29999e-05	0.000239	0.023084	10	10
6.99982e-06	2.60007e-05	0.000442	0.127311	18	18
6.99982e-06	5.10002e-05	0.030951	0.556261	2369	2368
6.99982e-06	2.59997e-05	0.000312	0.14773	13	13
8.00006e-06	4.19999e-05	0.002914	0.551461	132	132
6.99982e-06	4.40003e-05	0.029696	0.543984	1943	1942
6.00051e-06	2.59997e-05	0.000627	0.007487	23	23
5.99958e-06	3.00007e-05	0.000211	0.018606	7	7
7.00075e-06	2.99998e-05	0.004631	0.331958	264	264
8.00006e-06	3.29996e-05	0.000295	0.058187	8	8
6.99982e-06	3.5e-05	0.001188	0.461766	52	52
7.00075e-06	3.19993e-05	0.000108	0.005634	3	3
6.99982e-06	3.29996e-05	0.013368	0.350731	676	676
8.00006e-06	2.80002e-05	0.000465	0.001124	14	14
6.00051e-06	3.29996e-05	0.000252	0.00243	9	9
6.00051e-06	2.29999e-05	0.000409	0.418688	19	19
5.99958e-06	5.30006e-05	0.005714	0.310203	164	164
8.99937e-06	4.50006e-05	0.003075	0.329316	128	128
1.09999e-05	2.80002e-05	0.000198	0.012039	6	6
5.99958e-06	3.1e-05	0.011705	0.39778	770	770
8.00006e-06	2.7e-05	0.000158001	0.248587	5	5
7.99913e-06	3.40007e-05	0.000448	0.001844	14	14
5.99958e-06	2.49995e-05	0.000326	0.006209	11	11
6.99982e-06	2.90005e-05	0.000236	0.14425	8	8
6.99982e-06	5.20004e-05	0.094513	0.553889	2895	2894
6.99982e-06	2.99998e-05	0.002663	0.469933	120	120
5.99958e-06	2.50004e-05	0.000421	0.172657	16	16
6.99982e-06	4.80004e-05	0.008869	0.520613	612	612
6.99982e-06	2.80002e-05	0.000624	0.069125	23	23
6.99982e-06	2.99998e-05	0.002269	0.395605	112	112
4.99934e-06	2.10004e-05	0.000259	0.173177	9	9
6.99982e-06	2.99998e-05	0.000137	0.049188	4	4
7.00075e-06	2.29999e-05	0.000205	0.035604	7	7
5.99958e-06	2.59997e-05	0.000484	0.315851	18	18
6.99982e-06	2.80002e-05	0.000147	0.010389	4	4
6.99982e-06	3.59993e-05	0.016706	0.539181	1038	1038
8.00006e-06	3.00007e-05	0.000351	0.003237	9	9
7.00075e-06	3.19993e-05	0.002214	0.056236	100	100
5.99958e-06	4.80004e-05	0.120979	0.367398	9880	9880
6.99982e-06	2.90005e-05	0.000344	0.339388	12	12
6.99982e-06	3.20002e-05	0.007199	0.437221	384	384
9.0003e-06	3.19993e-05	0.002456	0.165973	96	96
8.00006e-06	3.5e-05	0.005667	0.587839	280	280
1.09999e-05	3.20002e-05	0.001357	0.022058	58	58
6.00051e-06	3.69996e-05	0.030904	0.545195	2497	2496
8.99937e-06	3.39998e-05	0.006916	0.523116	378	378
5.99958e-06	3.00007e-05	0.000643	0.103489	23	23
7.00075e-06	3.1e-05	0.002338	0.518432	112	112
8.00006e-06	3.60003e-05	0.006595	0.049104	379	379
5.99958e-06	2.60007e-05	0.000449	0.00493	19	19
5.99958e-06	2.80002e-05	0.000667999	0.355873	27	27
8.00006e-06	4.59999e-05	0.000899	0.115207	28	28
6.99982e-06	2.80002e-05	0.000601	0.042331	23	23
5.99958e-06	2.40002e-05	0.001124	0.233856	49	49
6.00051e-06	3.69996e-05	0.001727	0.035517	95	95
5.00027e-06	2.40002e-05	0.00011	0.002505	4	4
5.99958e-06	7.69999e-05	0.002027	0.404583	33	33
6.99982e-06	2.90005e-05	0.000205	0.023833	6	6
5.00027e-06	2.49995e-05	0.002347	0.485521	132	132
6.99982e-06	3.20002e-05	0.000352	0.00859	10	10
9.0003e-06	3.60003e-05	0.006462	0.580798	382	382
5.99958e-06	3.90001e-05	0.004492	0.415024	216	216
8.00006e-06	3.20002e-05	0.00388	0.277823	234	234
8.00006e-06	3.39998e-05	0.001976	0.174132	77	77
6.99982e-06	2.70009e-05	0.000444	0.176323	16	16
6.99982e-06	2.90005e-05	0.000413	0.03964	12	12
5.99958e-06	2.59997e-05	8.9e-05	0.000429	3	3
6.00051e-06	3.20002e-05	0.00277	0.01271	139	139
5.99958e-06	2.59997e-05	0.000456001	0.014296	17	17
5.99958e-06	3.5e-05	0.007647	0.511949	437	436
4.00003e-06	2.09995e-05	0.000303	0.036691	12	12
6.00051e-06	3.5e-05	0.001361	0.003221	63	63
6.99982e-06	3.20002e-05	0.015042	0.195415	1075	1074
8.00006e-06	3.29996e-05	0.00042	0.042304	13	13
6.00051e-06	2.89995e-05	0.002842	0.226457	140	140
5.00027e-06	2.40002e-05	0.000208	0.012776	7	7
6.99982e-06	3.39998e-05	0.000691	0.012516	28	28
6.99982e-06	4.09996e-05	0.015337	0.442072	1058	1058
6.00051e-06	2.7e-05	0.000186	0.022647	5	5
7.00075e-06	2.89995e-05	0.000398	0.209987	14	14
7.00075e-06	4.59999e-05	0.009741	0.417463	485	485
8.00006e-06	3.60003e-05	0.00544	0.279609	320	320
9.0003e-06	4.00003e-05	0.000763	0.382057	24	24
8.00006e-06	3.69996e-05	0.004136	0.537078	168	168
8.00006e-06	2.89995e-05	0.000173001	0.046422	5	5
5.00027e-06	2.40002e-05	0.000245	0.015569	9	9
6.99982e-06	3.20002e-05	0.001582	0.429864	70	70
8.00006e-06	3.39998e-05	0.003086	0.430116	166	166
8.00006e-06	2.89995e-05	0.000435	0.001725	18	17
6.99982e-06	2.7e-05	0.000814	0.089113	32	32
6.00051e-06	1.89999e-05	0.000109	0.135781	4	4
6.00051e-06	2.99998e-05	0.002033	0.06226	98	98
6.99982e-06	3.20002e-05	0.000192	0.017099	7	7
